interp_r,interp_d,interp_mp1,interp_mp2
13010,9.28677,13.67528,19.70902
13020,9.292861,13.67942,19.71189
13030,9.298953,13.68357,19.71477
13040,9.305046,13.68771,19.71765
13050,9.311139,13.69186,19.72053
13060,9.317233,13.69601,19.72341
13070,9.323328,13.70017,19.7263
13080,9.329423,13.70432,19.72919
13090,9.335519,13.70848,19.73207
13100,9.341616,13.71264,19.73496
13110,9.347713,13.7168,19.73785
13120,9.353811,13.72096,19.74075
13130,9.35991,13.72513,19.74364
13140,9.366009,13.72929,19.74654
13150,9.372109,13.73346,19.74944
13160,9.37821,13.73763,19.75234
13170,9.384311,13.7418,19.75524
13180,9.390413,13.74598,19.75815
13190,9.396516,13.75015,19.76105
13200,9.402618,13.75433,19.76396
13210,9.408723,13.75851,19.76687
13220,9.414827,13.76269,19.76978
13230,9.420932,13.76688,19.77269
13240,9.427037,13.77106,19.77561
13250,9.433144,13.77525,19.77852
13260,9.439251,13.77944,19.78144
13270,9.445359,13.78363,19.78436
13280,9.451467,13.78782,19.78728
13290,9.457576,13.79202,19.79021
13300,9.463685,13.79622,19.79313
13310,9.469796,13.80042,19.79606
13320,9.475906,13.80462,19.79899
13330,9.482018,13.80882,19.80192
13340,9.488131,13.81302,19.80486
13350,9.494243,13.81723,19.80779
13360,9.500357,13.82144,19.81072
13370,9.50647,13.82565,19.81366
13380,9.512585,13.82986,19.8166
13390,9.5187,13.83407,19.81954
13400,9.524816,13.83829,19.82248
13410,9.530932,13.84251,19.82543
13420,9.537049,13.84673,19.82838
13430,9.543167,13.85095,19.83133
13440,9.549286,13.85517,19.83428
13450,9.555405,13.85939,19.83723
13460,9.561524,13.86362,19.84018
13470,9.567644,13.86785,19.84314
13480,9.573765,13.87208,19.84609
13490,9.579886,13.87631,19.84905
13500,9.586008,13.88055,19.85201
13510,9.592131,13.88478,19.85497
13520,9.598254,13.88902,19.85794
13530,9.604378,13.89326,19.8609
13540,9.610502,13.8975,19.86387
13550,9.616628,13.90174,19.86684
13560,9.622753,13.90599,19.86981
13570,9.62888,13.91024,19.87279
13580,9.635006,13.91448,19.87576
13590,9.641133,13.91874,19.87874
13600,9.647262,13.92299,19.88171
13610,9.65339,13.92724,19.88469
13620,9.659519,13.9315,19.88768
