interp_r,interp_d,interp_mp1,interp_mp2
9280,6.910773,11.07105,16.49665
9290,6.916758,11.07479,16.49916
9300,6.922745,11.07854,16.50167
9310,6.928733,11.08228,16.50419
9320,6.934722,11.08603,16.50671
9330,6.940713,11.08979,16.50923
9340,6.946705,11.09354,16.51175
9350,6.952698,11.0973,16.51428
9360,6.958692,11.10106,16.51681
9370,6.964687,11.10483,16.51934
9380,6.970684,11.10859,16.52187
9390,6.976682,11.11236,16.5244
9400,6.982681,11.11614,16.52694
9410,6.988681,11.11991,16.52948
9420,6.994683,11.12369,16.53202
9430,7.000686,11.12747,16.53457
9440,7.00669,11.13125,16.53711
9450,7.012695,11.13504,16.53966
9460,7.018701,11.13883,16.54221
9470,7.024709,11.14262,16.54477
9480,7.030717,11.14641,16.54732
9490,7.036727,11.15021,16.54988
9500,7.042738,11.15401,16.55244
9510,7.04875,11.15781,16.555
9520,7.054764,11.16162,16.55757
9530,7.060778,11.16542,16.56013
9540,7.066794,11.16923,16.56271
9550,7.072811,11.17305,16.56528
9560,7.078829,11.17686,16.56785
9570,7.084848,11.18068,16.57043
9580,7.090868,11.1845,16.57301
9590,7.09689,11.18833,16.57559
9600,7.102913,11.19215,16.57817
9610,7.108937,11.19598,16.58076
9620,7.114962,11.19981,16.58335
9630,7.120987,11.20365,16.58594
9640,7.127015,11.20749,16.58853
9650,7.133043,11.21133,16.59112
9660,7.139073,11.21517,16.59372
9670,7.145103,11.21901,16.59632
9680,7.151135,11.22286,16.59892
9690,7.157168,11.22671,16.60153
9700,7.163202,11.23057,16.60413
9710,7.169237,11.23442,16.60674
9720,7.175273,11.23828,16.60935
9730,7.181311,11.24214,16.61196
9740,7.187349,11.246,16.61458
9750,7.193389,11.24987,16.6172
9760,7.19943,11.25374,16.61982
9770,7.205472,11.25761,16.62244
9780,7.211514,11.26149,16.62506
9790,7.217558,11.26536,16.62769
9800,7.223603,11.26924,16.63032
9810,7.229649,11.27312,16.63295
9820,7.235697,11.27701,16.63558
9830,7.241745,11.2809,16.63822
9840,7.247794,11.28479,16.64086
9850,7.253845,11.28868,16.6435
9860,7.259896,11.29257,16.64614
9870,7.265949,11.29647,16.64878
9880,7.272003,11.30037,16.65143
9890,7.278058,11.30427,16.65408
9900,7.284113,11.30818,16.65673
9910,7.29017,11.31209,16.65939
9920,7.296228,11.316,16.66204
9930,7.302287,11.31991,16.6647
9940,7.308347,11.32383,16.66736
9950,7.314408,11.32775,16.67002
9960,7.32047,11.33167,16.67269
9970,7.326533,11.33559,16.67536
9980,7.332597,11.33952,16.67802
9990,7.338663,11.34345,16.6807
10000,7.344729,11.34738,16.68337
10010,7.350796,11.35131,16.68605
10020,7.356865,11.35525,16.68873
10030,7.362934,11.35919,16.69141
10040,7.369005,11.36313,16.69409
10050,7.375076,11.36707,16.69678
10060,7.381148,11.37102,16.69946
10070,7.387222,11.37497,16.70215
10080,7.393296,11.37892,16.70485
10090,7.399372,11.38288,16.70754
10100,7.405448,11.38683,16.71024
10110,7.411526,11.39079,16.71293
10120,7.417605,11.39476,16.71564
10130,7.423684,11.39872,16.71834
10140,7.429765,11.40269,16.72104
10150,7.435846,11.40666,16.72375
10160,7.441929,11.41063,16.72646
10170,7.448012,11.4146,16.72917
10180,7.454097,11.41858,16.73189
10190,7.460183,11.42256,16.73461
10200,7.466269,11.42654,16.73732
10210,7.472357,11.43053,16.74005
10220,7.478445,11.43452,16.74277
10230,7.484535,11.43851,16.74549
10240,7.490624,11.4425,16.74822
10250,7.496716,11.44649,16.75095
